	TARA_112_DCM_0.8_5.0	TARA_097_DCM_0.8_5.0	TARA_096_DCM_0.8_5.0	TARA_151_DCM_0.8_5.0	TARA_142_DCM_0.8_5.0	TARA_006_DCM_0.8_5.0	TARA_066_DCM_0.8_5.0	TARA_051_DCM_0.8_5.0	TARA_132_DCM_0.8_5.0	TARA_086_DCM_0.8_5.0	TARA_034_DCM_0.8_5.0	TARA_058_DCM_0.8_5.0	TARA_080_DCM_0.8_5.0	TARA_102_DCM_0.8_5.0	TARA_128_DCM_0.8_5.0	TARA_032_DCM_0.8_5.0	TARA_106_DCM_0.8_5.0	TARA_025_DCM_0.8_5.0	TARA_122_DCM_0.8_5.0	TARA_111_DCM_0.8_5.0	TARA_110_DCM_0.8_5.0	TARA_109_DCM_0.8_5.0	TARA_138_DCM_0.8_5.0	TARA_004_DCM_0.8_5.0	TARA_135_DCM_0.8_5.0	TARA_009_DCM_0.8_5.0	TARA_016_DCM_0.8_5.0	TARA_042_DCM_0.8_5.0	TARA_072_DCM_0.8_5.0	TARA_093_DCM_0.8_5.0	TARA_081_DCM_0.8_5.0	TARA_137_DCM_0.8_5.0	TARA_038_DCM_0.8_5.0	TARA_068_DCM_0.8_5.0	TARA_143_DCM_0.8_5.0	TARA_078_DCM_0.8_5.0	TARA_065_DCM_0.8_5.0	TARA_041_DCM_0.8_5.0	TARA_064_DCM_0.8_5.0	TARA_005_DCM_0.8_5.0	TARA_036_DCM_0.8_5.0	TARA_023_DCM_0.8_5.0
JF810074.1.1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AY573044.1.1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KT952646.1.1505	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF179739.1.1462	2	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HQ672489.1.1499	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ877722.1.1448	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FJ193557.1.1433	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672568.1.1430	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	2	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
JQ195426.1.1355	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	32
FN546860.1.1411	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AM040099.1.1504	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EF573979.1.1443	3	1	1	0	0	1	0	2	2	0	1	5	2	2	2	1	1	2	2	0	1	2	1	1	2	1	6	1	2	6	1	1	1	0	2	2	0	1	4	13	3	2
EU800361.1.1448	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GU234855.1.1364	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0
JF697564.1.1440	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF114508.1.1493	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FJ545507.1.1456	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JQ195973.1.1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FJ849126.1.1410	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
JQ580202.1.1474	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AY663919.1.1212	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU237463.1.1308	0	1	13	0	0	1	0	2	0	0	4	0	1	0	7	0	0	0	0	0	1	5	0	1	3	0	0	0	0	0	0	0	7	0	6	2	0	4	0	7	18	0
FJ203257.1.1403	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GU451398.1.1226	3	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	3	1	0	0	1	1	0	0	6	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0
GQ340161.1.1347	1	0	0	15	0	66	8	0	2	0	0	1	22	0	2	0	1	0	0	0	0	0	0	17	2	11	2	0	0	5	4	0	0	3	0	2	8	1	1	0	0	0
JF727669.1.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HM591311.1.1493	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU451608.1.1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FR685201.1.1462	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FN822210.1.1536	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
JYMV01029648.2615.4070	0	1	3	2	3	5	8	1	4	0	1	1	1	2	0	0	4	2	0	0	1	0	1	12	2	2	2	0	4	1	1	1	0	9	1	1	0	1	3	0	1	5
FJ957564.1.1515	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ274075.1.1514	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FM242462.1.1505	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GQ246346.1.1499	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ673071.1.1436	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FR744466.1.1393	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF271238.1.1387	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0
AB088635.1.1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KC358026.1.1213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FJ936918.1.1496	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673197.1.1478	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ176765.1.1466	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
AY664014.1.1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0
AB847984.1.1375	1	1	2	2	3	3	4	0	1	0	3	1	15	0	1	0	1	1	1	4	0	0	1	7	3	3	1	0	2	0	2	0	0	2	2	7	2	0	3	2	8	0
FR683129.1.1486	0	2	1	7	1	11	4	0	0	4	0	2	7	4	2	1	3	13	1	3	16	9	1	17	13	15	13	3	1	12	28	4	2	3	1	1	1	1	0	12	1	3
FJ900975.1.1309	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HQ674046.1.1511	1	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	6	0	1	1	0	0	0	0	1	0	0
JQ839690.1.1433	27	0	0	16	6	0	8	0	25	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
EU919854.1.1457	0	0	0	6	0	3	9	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	3	0	0	0	0	2	3	0	4	0	0	0
EU801456.1.1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AB974150.1.1385	0	0	0	2	3	0	0	1	0	0	6	2	0	1	5	5	2	2	0	1	1	0	0	0	2	2	2	1	0	0	0	2	1	0	6	0	0	1	0	2	0	0
JN119168.1.1436	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF235121.1.1536	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AJ567585.1.1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB746951.1.1438	0	14	9	1	1	4	1	6	11	2	0	0	90	1	2	1	0	26	2	4	1	1	61	2	2	3	0	0	0	7	19	4	1	0	0	0	6	0	0	0	0	12
GU584375.1.1443	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ901596.1.1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
GU454879.1.1495	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU220737.1.1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM369069.1.1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ589804.1.1479	1	13	3	0	0	1	0	0	0	0	0	2	0	0	4	0	4	0	0	0	0	5	1	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
EF574868.1.1467	0	0	0	0	0	0	3	0	0	0	0	1	1	1	0	0	0	6	1	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
KC545236.1.1528	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JQ222441.1.911	0	0	3	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
FN822165.1.1353	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	9	5	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	3
JX227190.1.1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ515549.1.1467	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY548991.1.1481	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN427483.1.1368	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
JX015551.1.1433	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JN432896.1.1281	1	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
KF465368.1.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672574.1.1497	0	1	0	1	2	0	0	0	0	0	3	0	3	0	0	4	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0
GQ869557.1.1473	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF584014.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FR683231.1.1486	0	2	1	3	1	2	3	1	4	0	0	0	9	6	0	1	7	6	1	2	4	4	3	7	3	8	5	1	1	5	21	5	4	2	5	2	1	0	2	5	3	4
JQ611080.1.910	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0
EF646123.1.1424	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
EF573664.1.1475	63	15	14	21	35	3	35	49	3	0	3	100	31	38	1	30	5	95	86	44	3	3	1	1	75	56	29	10	41	111	14	10	2	10	61	52	28	1	56	174	11	219
AB974042.1.1430	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	1	0	5	0	0	0	0	0	1	1	6	2	0	0	0	1	0	0	2	0	2	0	0	0	0	1	3
HQ529887.1.906	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
JU112734.9.1443	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIF01000149.392.1892	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ497257.1.1472	0	0	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF234355.1.1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HF558543.1.1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EU394576.1.1498	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GQ340252.1.1372	10	14	2	10	17	14	22	11	10	1	18	12	3	10	15	4	9	11	12	12	15	2	12	4	9	12	18	5	10	15	27	2	2	15	6	11	15	9	20	11	28	7
AY168726.1.1423	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GU234714.1.1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1
GU935363.1.1634	2	3	37	1	6	1	1	4	1	0	2	11	2	5	3	14	3	5	2	1	12	9	1	9	3	12	11	7	7	1	7	4	4	4	10	10	0	1	0	17	2	6
JX983917.1.1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMZP02006346.1.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HM468022.1.1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KM017560.1.1419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUQC01000010.1162.2580	0	0	0	1	1	0	0	0	0	0	1	1	6	2	7	1	0	5	0	0	1	7	1	4	0	2	3	0	0	0	0	2	1	1	2	1	1	0	2	3	1	1
GU061232.1.1394	0	1	2	5	1	1	1	0	4	0	1	0	1	1	0	0	2	2	0	4	2	0	4	3	0	1	4	0	3	1	1	1	0	2	1	0	1	0	0	0	0	1
JX441433.1.1514	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AY697875.1.1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
KJ589717.1.1477	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FJ894801.1.1378	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENN01057158.5871.7377	0	0	1	14	0	3	3	1	3	0	0	1	6	3	1	4	6	10	0	0	0	0	1	2	27	22	19	0	1	1	17	1	0	1	1	1	0	0	0	8	0	32
JQ196110.1.1356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
JX240983.1.1424	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0
JQ014378.1.1299	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AACY020553637.768.2309	1	0	0	0	6	0	0	4	1	0	8	1	1	5	16	6	1	3	0	2	16	10	1	2	0	1	2	6	0	0	0	2	7	1	26	0	1	1	4	11	1	1
HF558375.1.1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE589864.1.1408	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HQ671921.1.1443	1	1	0	0	1	5	3	2	0	0	4	1	0	3	0	1	0	1	0	1	3	0	1	2	2	0	4	0	0	6	3	0	1	2	1	1	1	1	2	3	6	0
M88722.1.1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
HQ118613.1.1504	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC294853.1.1460	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
CEUP01007321.1.1357	0	1	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX047121.1.1460	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ337239.1.1435	1	0	1	3	0	3	0	2	1	1	0	1	0	1	3	2	5	3	0	4	3	0	3	4	1	2	1	0	1	0	2	7	5	2	3	0	0	1	0	3	0	2
EF573474.1.1438	0	1	0	1	1	1	0	1	1	0	0	2	1	1	2	3	0	1	2	2	0	1	1	2	0	2	1	3	0	0	0	3	1	2	3	3	0	0	3	2	0	0
GU061946.1.1432	0	2	0	3	2	0	0	1	0	0	6	3	2	3	6	1	0	1	0	3	1	3	0	4	3	4	3	0	0	2	3	2	3	2	6	1	5	1	1	9	3	1
JACT01000001.245.1735	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AJ244655.1.1386	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0
FJ902633.1.1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KF799301.1.1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AF382132.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1
FJ893995.1.1363	8	15	12	4	2	1	0	45	12	0	3	44	3	0	3	4	3	3	9	11	3	6	13	0	0	1	5	4	3	3	0	0	1	4	5	5	2	2	6	9	0	1
FR684516.1.1440	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
CP010869.2648592.2650061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673612.1.1520	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ337109.1.1436	0	3	3	13	1	5	2	1	12	0	10	0	3	0	2	1	6	5	0	9	0	0	5	15	6	10	3	3	3	3	4	6	1	6	3	1	0	3	2	1	0	9
KF760530.1.1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EU803200.1.1495	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	5	1
JF769676.1.1526	1	8	7	0	0	0	0	0	0	0	1	3	0	0	1	0	7	1	1	2	1	10	3	0	0	1	1	3	2	2	0	1	2	2	0	0	0	1	0	1	0	0
CENY01001915.1.1321	4	3	3	19	13	0	0	4	11	0	42	0	0	0	2	24	1	3	2	2	7	2	10	0	0	17	0	11	10	0	0	0	2	7	49	51	5	12	13	2	1	2
AM997427.1.1516	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HQ673726.1.1522	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ346922.1.1389	0	0	0	1	0	0	0	0	0	0	2	2	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR683704.1.1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GQ379665.1.1208	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU369888.1.1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FR684046.1.1434	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GQ329845.1.1306	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
