	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0
DQ395845.1.1480	0	3	0	0	0	1	0	1	0	1	0	2	0	0	0
AY592489.1.1293	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HM598137.1.1426	3	0	0	1	0	2	0	0	0	0	1	0	0	0	1
GQ263587.1.1415	2	1	3	6	4	2	0	0	1	1	0	4	0	0	2
FJ986206.1.1405	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0
GU553766.1.1466	2	1	0	1	0	1	4	3	1	6	4	1	5	1	11
FQ660362.1.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FN553453.1.1440	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0
FQ659082.1.1357	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KF859590.1.1497	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
KF698724.1.1398	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KC874376.1.1409	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
FR684358.1.1487	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
JX226720.1.1471	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
JN596645.1.1385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ439536.1.1400	1	0	0	2	3	0	0	0	0	0	1	0	1	4	1
GQ351147.1.1502	0	1	16	2	66	0	0	57	164	0	0	1	0	0	0
FJ905674.1.1407	0	1	0	0	2	0	0	2	4	0	0	0	1	1	0
HQ673704.1.1508	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0
GU208436.1.1510	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FN397812.1.1405	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0
GQ261761.1.1467	2	0	4	12	1	2	0	12	17	3	4	4	0	7	1
DQ351736.1.1427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ222467.1.914	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GU108572.1.1374	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GQ347322.1.1359	0	0	10	1	13	0	0	0	3	0	0	0	0	0	0
HG529998.1.1419	6	1	1	3	0	6	0	0	1	1	11	9	0	2	0
KF757229.23216.24739	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1
GQ454974.1.1454	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KT922043.1.1414	1	0	1	0	0	5	0	1	0	3	3	1	0	0	0
GQ379584.1.1213	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0
HQ588473.1.1409	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0
DQ167246.1.1482	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
JN038255.1.1495	1	4	0	0	0	2	0	1	0	15	4	0	0	5	0
HG964476.1.1482	1	1	1	3	8	1	1	4	6	9	3	2	1	4	1
KF758598.1.1515	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GQ246374.1.1522	3	1	10	0	3	1	0	14	13	3	1	5	8	2	1
HQ673135.1.1486	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GU451613.1.1244	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JN435827.1.1309	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ347228.1.1357	56	0	13	19	9	0	4	8	16	12	6	50	55	32	32
EU386009.1.1428	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AY907810.1.1462	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
GQ337300.1.1452	1	1	1	0	3	1	3	0	1	3	0	4	0	2	1
GU230390.1.1530	8	2	4	4	0	1	1	8	0	1	3	7	5	3	5
KM216844.1.1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GQ009501.1.1303	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HE804015.1.1490	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
HQ672324.1.1525	7	0	0	3	5	0	0	0	5	5	1	11	7	4	2
FJ516810.1.1498	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
KC540987.1.1524	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
KJ589967.1.1431	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0
JX981922.1.1412	0	0	5	8	1	0	0	0	5	15	1	1	0	29	1
FJ545553.1.1491	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KJ425251.1.1369	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
FN436104.1.1497	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0
HQ671884.1.1447	0	3	0	1	7	1	0	2	4	0	1	1	0	0	1
JQ196285.1.1313	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
GQ377777.1.1262	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
EF573122.1.1485	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
KC011130.1.1457	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KF863109.1.1419	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
KC896684.1.1452	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
HQ672391.1.1306	1	3	1	4	0	2	3	1	3	0	0	4	0	2	1
BAXG01000095.48.1380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
JX530255.1.1440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JF733429.1.1501	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
KM018401.1.1483	12	13	0	4	0	13	9	2	0	0	0	5	0	0	1
FM242470.1.1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FR683173.1.1503	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CU925775.1.1351	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0
GQ259256.1.1424	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
KF786695.1.1395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HM355646.1.1245	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0
HQ672886.1.1496	1	1	0	0	0	0	0	4	2	0	0	0	0	0	0
JX530887.1.1456	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ894668.1.1345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HQ671898.1.1431	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
HQ691916.1.1367	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0
GU940960.1.1393	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0
JX526989.1.1438	0	0	8	1	0	0	0	1	0	0	4	1	4	0	0
JF163110.1.1353	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AATQ01000003.194546.196142	4	1	1	2	2	6	0	4	2	0	19	2	0	1	5
KJ721955.1.1271	3	1	0	1	0	1	0	0	0	0	0	2	0	0	0
KJ548921.1.1442	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GQ259317.1.1462	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
GU941014.1.1261	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
JN986493.1.1486	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FM209307.1.1493	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HQ433370.1.1397	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0
CETO01019355.2.906	1	1	3	0	2	1	0	1	1	1	1	3	7	0	1
AB545808.1.1443	0	1	1	0	1	1	0	1	2	8	13	0	0	10	1
JF146388.1.1355	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
U49003.1.1410	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JF769637.1.1449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ203793.1.1501	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
HQ190537.1.1533	1	3	0	0	0	0	2	0	0	0	0	1	0	0	0
FJ940806.1.1506	1	0	25	1	0	0	0	0	5	0	0	0	0	7	4
JN020180.1.1372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ388870.1.1500	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
JX441548.1.1451	10	30	23	10	24	13	22	5	11	0	2	17	10	11	4
AM997833.1.1461	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FJ902588.1.1355	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AM747335.1.1271	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ529896.1.922	1	4	0	0	0	2	8	0	0	0	0	0	0	0	0
GU118492.1.1431	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
EF597697.1.952	0	42	0	0	0	10	8	0	0	0	0	1	0	0	0
JN378395.1.1419	0	0	2	1	0	0	0	0	0	1	2	0	4	1	0
FJ905763.1.1410	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
GQ385284.1.1439	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JN408928.1.1411	0	0	2	2	2	0	0	4	0	0	1	0	1	0	2
JQ068794.1.1521	0	0	1	0	1	0	0	0	2	0	0	0	2	3	2
FJ900963.1.1292	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
GQ274041.1.1514	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JN430176.1.1382	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JX441553.1.1428	2	2	3	4	2	0	3	3	9	5	2	3	7	6	7
AB622941.1.1314	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ263609.1.1469	2	1	5	4	0	0	0	1	0	2	1	0	0	0	2
JQ989663.1.1425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF786498.1.1400	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ844336.1.1379	0	0	0	0	0	1	0	0	0	1	2	0	4	0	0
HM126967.1.1391	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
JF979361.1.1533	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0
HE985121.1.1473	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1
KM019063.1.1511	1	0	0	1	1	0	1	0	0	0	0	2	0	0	1
JN207173.1.1288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HG380553.1.1354	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
FQ659007.1.1352	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KU320874.1.1367	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
FR683159.1.1486	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
HM640430.1.1258	1	0	0	0	0	0	2	0	3	0	0	0	3	0	0
JQ753205.1.1482	1	1	1	0	0	0	4	0	1	0	1	1	2	0	0
FJ905722.1.1444	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
JF175391.1.1340	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
JN437731.1.1466	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GU305731.1.1479	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0
DQ395525.1.1460	1	1	0	0	0	0	1	0	3	0	0	0	2	0	0
HQ326405.1.1505	0	0	15	1	0	0	0	3	0	0	2	1	0	0	0
AB974125.1.1408	0	12	1	2	5	12	54	0	1	2	7	1	9	3	0
AAMO01000005.167902.169347	0	0	1	13	0	1	0	0	0	0	0	1	0	0	0
FM242237.1.1492	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
JN864946.1.1394	4	0	1	0	0	0	2	1	0	1	0	2	3	2	2
JQ580100.1.1514	4	0	5	2	0	0	0	0	2	1	0	0	2	1	0
JF220391.1.1313	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
JQ660024.1.1459	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GQ061101.1.1342	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
KC758958.1.1409	0	1	1	0	1	1	1	0	0	1	1	3	1	0	2
HM277617.1.1303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AACY020530876.1585.3030	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE817844.1.1465	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1
AB974036.1.1415	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ263041.1.1410	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
KT880253.1.1475	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
BBHE01000968.162.1691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HM278543.1.1359	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GCVF01000095.109.1595	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GQ349281.1.1395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AM997896.1.1442	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
JX441507.1.1521	0	3	0	2	0	0	2	0	3	0	0	1	1	2	0
KF954251.1.1443	0	5	0	2	0	0	0	0	0	1	0	2	0	0	0
FR749930.1.1533	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ674222.1.1525	2	3	1	3	2	4	6	3	1	2	0	3	6	0	1
HE602793.1.1386	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HQ747713.1.1450	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GQ377760.1.1201	13	11	23	7	23	5	7	61	59	8	49	7	28	52	66
DQ396052.1.1473	4	0	0	0	0	2	0	3	0	0	2	3	5	2	7
GU118478.1.1407	2	7	0	12	1	2	20	3	2	0	0	1	0	0	2
LKGT01002502.606.1927	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LN563368.1.1321	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
GQ337166.1.1435	29	27	12	7	14	18	23	5	6	9	11	36	30	21	14
FN293377.1.1424	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HQ672334.1.1461	10	5	2	6	2	2	1	0	3	5	5	10	25	16	12
HQ673346.1.1399	0	0	1	0	3	1	2	0	3	0	0	0	0	0	1
EF573762.1.1520	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
AB637320.1.1481	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
GQ009403.1.1365	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
JF160862.1.1338	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
JX226731.1.1494	0	0	0	0	1	0	0	1	0	0	1	0	1	0	3
AB588755.1.1474	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FM253577.1.1449	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HQ326337.1.1452	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
HM308483.1.1312	0	0	0	0	0	1	0	0	0	6	0	0	0	6	0
FN646072.1.1511	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JX441599.1.1497	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0
GQ349522.1.1361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FM242252.1.1499	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
KJ814156.1.1496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FJ960028.1.1411	1	0	0	0	0	1	0	2	0	0	0	0	2	1	1
HM438073.1.1442	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
AJ567604.1.1501	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
HM186846.1.1329	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EU287332.1.1500	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
JF421152.1.1337	0	0	0	0	0	0	2	0	1	7	1	0	0	9	0
HQ395135.1.1507	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JN435717.1.1372	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
JX391193.1.1501	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HQ674145.1.1459	3	2	0	0	1	3	2	0	0	0	0	1	0	0	0
FM210027.1.1393	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0
JX504295.1.1489	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0
JN166218.1.1473	26	24	0	1	0	43	44	0	0	1	9	11	23	11	36
FJ893897.1.1361	1	0	3	0	0	0	1	0	4	2	0	0	4	3	1
HM438026.1.1475	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AB804230.1.1520	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
CEWJ01144019.5533.7160	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GQ358806.1.1469	0	2	0	2	1	0	0	0	0	1	0	0	0	1	0
GQ347070.1.1301	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
KF063282.1.1343	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HQ672807.1.1497	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ672313.1.1513	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0
HQ242516.1.1485	1	1	0	0	2	0	3	2	5	0	0	0	0	1	0
FN436165.1.1492	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GQ458247.1.1472	26	16	7	22	3	53	4	18	14	24	15	30	17	18	18
KM041127.1.1245	18	18	2	44	5	36	8	91	73	5	255	29	3	6	2
HQ672802.1.1497	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
JX441561.1.1477	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
KC874112.1.1398	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GQ274063.1.1201	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU802275.1.1357	1	5	0	0	2	1	2	1	0	0	1	1	0	0	0
JX223534.1.1452	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0
GQ351257.1.1447	59	71	12	13	21	41	39	2	17	15	10	59	38	26	24
GQ891117.1.1498	0	0	3	0	0	0	0	0	0	4	0	0	0	2	0
HQ673330.1.1509	0	1	2	0	3	0	1	2	0	0	1	1	4	2	2
GQ472403.1.1419	2	1	1	1	0	6	0	0	0	1	0	0	0	0	0
AM997615.1.1495	0	0	0	0	0	0	0	0	0	0	1	0	5	1	2
KF906592.1.1462	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
GQ246642.1.1308	0	0	2	2	0	0	2	1	2	1	2	0	1	1	6
GQ347244.1.1332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AM997336.1.1516	4	0	0	8	0	1	0	8	1	3	0	2	7	4	9
GU118487.1.1457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GQ984339.1.1269	2	0	5	0	2	0	4	19	11	37	27	1	28	10	26
KF786725.1.1342	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
JN388026.1.1325	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
JN528436.1.1325	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1
GQ349947.1.1373	0	1	0	0	1	0	3	1	7	0	0	0	0	0	0
GU118610.1.1420	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EF574112.1.1485	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0
FN391894.1.1450	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
FM995172.1.1522	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
JQ197657.1.1349	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
JQ221928.1.914	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JN119227.1.1459	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AB015263.1.1483	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AY375131.1.1448	4	2	0	2	1	4	0	2	0	0	1	2	0	0	0
GQ349667.1.1365	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0
EF491997.1.1300	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HQ671967.1.1514	0	0	0	0	0	1	4	0	0	0	0	0	2	0	0
FM200901.1.1365	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1
CP011366.372507.374065	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
EU803168.1.1439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LDAS01000001.1715536.1717046	0	1	1	0	0	0	0	1	2	3	6	0	0	2	0
GU235821.1.1320	0	2	0	0	0	1	1	0	0	0	0	1	1	1	0
JQ515610.1.1471	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FJ745172.1.1390	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ882120.1.1064	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1
GQ250665.1.1427	5	3	2	8	2	6	1	1	0	3	8	2	4	3	1
JF116053.1.1339	3	2	0	8	1	5	0	0	0	1	0	3	0	2	0
JX525017.1.1370	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
JX206757.1.1428	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1
HM798872.1.1305	10	0	1	16	0	4	3	9	1	1	0	6	0	2	3
JQ801091.1.1507	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
GU118557.1.1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GQ348103.1.1332	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ579861.1.1480	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FN397674.1.1467	12	8	3	6	0	12	0	5	3	8	7	6	4	5	7
HM799101.1.1479	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
EU181722.1.905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FN822149.1.1367	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
JN166355.1.1445	1	1	0	2	0	0	2	0	1	1	0	7	0	1	3
AY922181.1.1351	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GQ263176.1.1470	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ166731.1.1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KC002190.1.1313	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
HQ203949.1.1507	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AJ576383.1.1452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB694392.1.1421	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
HM591308.1.1498	6	1	25	17	8	4	6	12	21	4	19	3	6	29	12
FR684684.1.1492	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
HQ153934.1.1416	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0
KJ548907.1.1497	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
EF574789.1.1501	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
HQ672337.1.1435	13	11	1	3	4	5	8	1	1	4	4	10	10	3	4
GU940899.1.1230	0	1	0	1	2	0	12	0	0	0	1	0	0	1	2
HM278557.1.1343	2	0	0	1	0	2	0	0	0	8	1	0	0	0	0
JN178123.1.1484	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JX227716.1.1446	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
HQ395117.1.1466	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
AACY023843647.64.1264	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HQ672294.1.1455	4	0	0	1	4	0	7	3	5	0	1	4	1	1	0
JX879031.1.1407	4	7	3	2	10	6	6	0	3	2	4	1	5	0	0
HQ257379.1.1428	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
JQ269287.1.1461	1	0	0	0	1	0	1	2	1	5	3	0	2	6	5
JN977183.1.1526	0	1	0	0	0	3	1	2	0	0	2	1	7	0	1
HM128070.1.1383	1	2	0	0	0	0	0	1	3	0	0	1	0	1	0
KF616746.1.1482	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
HM022725.1.1224	0	0	2	18	1	1	1	1	0	3	5	2	2	1	31
HM270234.1.1338	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1
JF209662.1.1342	1	0	0	3	0	3	0	0	0	1	0	0	0	1	0
JQ800930.1.1520	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
KJ549441.1.915	3	1	1	3	1	0	1	0	3	1	0	1	3	5	1
GQ346935.1.1371	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0
KJ783213.1.1436	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAUE02014361.76.1558	3	0	0	1	0	4	0	0	0	0	0	0	0	2	2
HQ673364.1.1501	0	1	0	0	2	1	2	1	5	0	1	0	0	0	0
FR685063.1.1495	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
HM186597.1.1397	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
GU179561.1.1399	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
JX016627.1.1476	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
JX441565.1.1499	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HQ326353.1.1444	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
HQ674260.1.1476	0	1	3	0	8	0	2	0	0	0	0	0	0	0	1
HM022747.1.1315	1	1	4	3	1	1	0	0	4	0	1	1	0	2	6
HJ352585.1.1437	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AB470959.1.1457	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
KJ808401.1.1490	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HQ672574.1.1497	30	1	6	22	16	0	8	10	11	18	5	31	29	21	14
AF513444.1.1241	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
KF906597.1.1532	0	0	1	0	1	1	0	8	2	1	1	0	0	0	1
KF560379.1.1388	31	44	1	36	1	65	0	26	19	0	176	126	2	2	3
HQ674102.1.1479	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AF445713.1.1420	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GU194178.1.1465	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
GU061232.1.1394	11	12	2	0	3	8	9	0	0	1	1	16	5	2	6
GQ472450.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GU108554.1.1400	0	0	4	1	0	0	0	0	0	0	0	1	0	2	0
KJ589796.1.1574	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CENY01001915.1.1321	1	2	0	1	0	0	0	1	0	0	1	2	0	0	0
JX227071.1.1524	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KC009961.1.1426	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HQ672736.1.1447	3	0	0	0	0	0	0	1	0	0	0	4	4	1	0
EU802443.1.1439	0	2	0	0	1	3	1	0	0	0	0	0	0	0	0
KF721583.1.1280	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0
JN038319.1.1505	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
HG380537.1.1407	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
JN825379.1.1360	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GU234793.1.1317	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX206566.1.1421	0	2	0	0	0	0	0	0	4	1	3	0	0	1	1
AB550800.1.1476	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EF575035.1.1498	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HE574851.1.1328	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
